brand,title,scent_type,price,priceWithCurrency,available,availableText,sold,lastUpdated,itemLocation
Gucci,Gucci Bamboo 2.5 oz EDP Elegant Perfume for Women Floral Fragrance Sealed,"Peach, Rose",54.99,US $54.99/ea,10,10 available / 31 sold,31,"May 10, 2024 09:52:19 PDT","Southgate, Michigan, United States"
Mancera,Sicily by Mancera 4 oz EDP Perfume for Men Women Unisex Brand New in Box,"Cinnamon, Violet",69.58,US $69.58,10,More than 10 available / 104 sold,104,"May 22, 2024 10:44:46 PDT","Hackensack, New Jersey, United States"
Montale,"Montale Chocolate Greedy by Montale, 3.4 oz EDP Spray for Unisex","Violet, Raspberry, Rose, Oud, Lavender",59.23,US $59.23/ea,10,More than 10 available / 51 sold,51,"May 22, 2024 20:27:57 PDT","Edison, New Jersey, United States"
Thierry Mugler,Thierry Mugler Angel Women's EDP 3.4oz Scent Spray New,"Pear, Coconut, Ginger, Cedarwood",49.99,US $49.99/ea,5,5 available / 17 sold,17,"May 22, 2024 08:56:37 PDT","Detroit, Michigan, United States"
Tom Ford,TOM FORD SOLEIL BLANC SHIMMERING BODY OIL GOLD - 1.5 OZ - NEW,"Amber, Musk, Ginger, Cedarwood",34.99,US $34.99/ea,9,9 available / 30 sold,30,"Apr 01, 2024 16:48:27 PDT","East Brunswick, New Jersey, United States"
Michael Kors,Michael Kors Sexy Blossom for Women EDP Spray 3.4 oz / 100 ml New In Box,"Apple, Chili",35.79,US $35.79/ea,3,3 available / 110 sold,110,"May 22, 2024 21:48:36 PDT","Jamaica, New York, United States"
Lattafa,Rave Now Women EDP Perfume By Rave Lattafa 100 ML🥇Gift Rich Amazing Fragrance🥇,"Amber, Pepper",30.89,US $30.89/ea,8,8 available / 8 sold,8,"May 23, 2024 13:03:59 PDT","Dallas, Texas, United States"
Parfums de Marly,Valaya Parfums de Marly for women  2.5 oz/75 ml Eau de Parfum Spray New In Box,"Orange Blossom, Blackcurrant, Violet, Vetiver",99.99,US $99.99,,Last One / 10 sold,10,"May 11, 2024 01:34:17 PDT","Jefferson, Texas, United States"
Armaf,ARMAF OMBRE OUD INTENSE 3.4 FL. OZ / 100 ML EAU DE PARFUM FOR MEN,"Amber, Clove, Blackcurrant, Cinnamon, Chili",99.95,US $99.95,10,More than 10 available / 79 sold,79,"May 17, 2024 11:37:14 PDT","Houston, Texas, United States"
Prince Matchabelli,Wind Song by Prince Matchabelli 4 oz Dusting Powder for Women New In Box,"Coffee, Cypress, Oakmoss",14.94,US $14.94/ea,3,"3 available / 1,454 sold",1454,"May 08, 2024 12:00:09 PDT","Hackensack, New Jersey, United States"
Givenchy,Ysatis By Givenchy Eau de Toilette for Women 3.3 oz / 100 ml *NEW IN SEALED BOX*,"Coffee, Violet",49.99,US $49.99,10,More than 10 available / 43 sold,43,"May 08, 2024 10:42:59 PDT","Miami, Florida, United States"
Lattafa,Yara Tous by Lattafa perfume for Women EDP 3.4 oz New In Box,"Orange Blossom, Amber, Chocolate, Vanilla, Cinnamon",29.06,US $29.06/ea,103,103 available / 152 sold,152,"May 21, 2024 07:02:29 PDT","Dallas, Texas, United States"
Giardini Di Toscana,Bianco Latte EDP by Giardini Di Toscana  100 Ml Missing Two Sprays,"Orange Blossom, Vanilla, Cedarwood, Leather",140,US $140.00,,,,,"Houston, Texas, United States"
Assorted,"Women Designer Perfume Vials Samples Choose Scents, Combined Shipping & Discount","Peach, Jasmine, Clove, Cinnamon, Musk",1.99,US $1.99/ea,10,"More than 10 available / 4,912 sold",4912,"May 18, 2024 18:34:58 PDT","Flushing, New York, United States"
Kilian,Good Girl Gone Bad By Kilian 50 ml/ 1.7oz Eau de Parfum Spray NEW SEALED,"Pepper, Vetiver, Lily of the Valley, Cinnamon",54.99,US $54.99/ea,4,4 available / 4 sold,4,"May 08, 2024 18:29:03 PDT","Pomona,California USA, Hong Kong"
Jessica Simpson,Fancy by Jessica Simpson 3.4 oz EDP Perfume for Women New In Box,"Lily, Vetiver",26.14,US $26.14/ea,10,"More than 10 available / 2,724 sold",2724,"May 23, 2024 09:27:27 PDT","Hackensack, New Jersey, United States"
Carolina Herrera,Carolina Herrera Good Girl EDP Supreme 1.5ml .05fl oz x 4 Perfume Spray Samples,"Oakmoss, Clove, Peach",13.75,US $13.75,10,More than 10 available / 52 sold,52,,"Payson, Utah, United States"
Ariana Grande,"NEW Ariana Grande 4 Piece  Body Spray Coffret, 1.7 Ounce. FREE SHIPPING","Peach, Cinnamon, Saffron",17.99,US $17.99/ea,5,5 available / 17 sold,17,"May 21, 2024 17:39:38 PDT","Multiple Locations, United States"
Juicy Couture,Juicy Couture By Juicy Couture Eau De Parfum Spray  Perfume Authentic 1 oz,"Orange Blossom, Cardamom",14.99,US $14.99,10,More than 10 available / 5 sold,5,"Apr 12, 2024 12:50:40 PDT","Pembroke, North Carolina, United States"
Elizabeth Arden,BLUE GRASS by Elizabeth Arden 3.3 oz edp New in Box Sealed,"Coffee, Rose, Orange Blossom, Cypress",16.3,US $16.30/ea,159,"159 available / 1,053 sold",1053,"May 14, 2024 16:07:07 PDT","Dallas, Texas, United States"
Victoria's Secret,Victoria Secret Bombshell Fragrance Mist 250ml-FREE SHIPPING,"Orange Blossom, Pepper",18.04,US $18.04,10,More than 10 available / 3 sold,3,"May 20, 2024 17:52:50 PDT","Columbus, Georgia, United States"
HERMÈS,Twilly d'Hermes 7.5ml EDP Mini Splash (New with box),"Cedarwood, Peach, Amber, Cypress",13.88,US $13.88/ea,10,More than 10 available / 68 sold,68,"May 24, 2024 09:51:27 PDT","New York, New York, United States"
love luxe beauty,Kuromi  Perfume,"Musk, Apple, Cardamom, Ginger, Blackcurrant",15,US $15.00,4,4 available / 1 sold,1,,"Anaheim, California, United States"
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,"Blackcurrant, Chocolate",32.99,US $32.99/ea,9,9 available / 83 sold,83,"May 20, 2024 07:50:48 PDT","Las Vegas, Nevada, United States"
Giorgio Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women New In Box USA,"Oud, Saffron, Rose, Vetiver",49.99,US $49.99/ea,2,2 available / 54 sold,54,"May 20, 2024 01:43:33 PDT","Dayton, New Jersey, Canada"
Thierry Mugler,THIERRY MUGLER AURA MUGLER EAU DE TOILETTE REFILLABLE SPRAY 30 ML/ 1.0 FL OZ,"Vetiver, Cedarwood, Peach, Raspberry, Jasmine",40,US $40.00,5,5 available / 1 sold,1,,"Franklin Square, New York, United States"
Tru Fragrance,Tru Fragrance Strawberry Icing Perfume EDP 3.4 oz FREE SHIPPING,"Orange Blossom, Coffee, Patchouli, Sandalwood",29.95,US $29.95,,Last One / 1 sold,1,,"Forest Hills, New York, United States"
Dossier,Dossier MUSKY MUSK Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,"Chili, Citrus, Pepper, Coconut",20,US $20.00/ea,10,More than 10 available,,,"Los Angeles, California, United States"
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume For Women New In Box,"Oud, Musk, Oakmoss",34.09,US $34.09/ea,252,"252 available / 1,429 sold",1429,"May 24, 2024 10:50:08 PDT","Dallas, Texas, United States"
Givenchy,Givenchy Irresistible Eau De Parfume 2.7 Oz. 80ML Spray for Women NEW IN BOX,"Ginger, Clove, Leather, Grapefruit, Cedarwood",55.63,US $55.63,10,10 available / 57 sold,57,"May 20, 2024 17:32:39 PDT","United States, Hong Kong"
HUGO BOSS,Deep Red by Hugo Boss EDP Perfume for Women 3.0 oz Brand New In Box,"Clove, Vetiver, Oakmoss, Amber, Rose",27.25,US $27.25/ea,10,"More than 10 available / 3,555 sold",3555,"May 24, 2024 11:08:02 PDT","Hackensack, New Jersey, United States"
Sabrina Carpenter,Sweet Tooth by Sabrina Carpenter Perfume Women 2.5 oz New without Box & Cap,"Chocolate, Blackcurrant",29.99,US $29.99,10,More than 10 available / 17 sold,17,"May 17, 2024 11:38:31 PDT","Bogota, New Jersey, United States"
Perry Ellis,360 PURPLE Perry Ellis Women 3.4 oz 3.3 edp perfume spray NEW IN BOX,"Sandalwood, Blackcurrant, Grapefruit, Raspberry, Musk",25.47,US $25.47/ea,96,"96 available / 1,616 sold",1616,"May 18, 2024 17:18:46 PDT","Dallas, Texas, United States"
Nest,Assorted Nest Perfume Oil .10 Fl Oz /3ML Rollerball Each New,"Chili, Blackcurrant",9.99,US $9.99,8,8 available / 139 sold,139,"Mar 11, 2024 15:26:21 PDT","Giddings, Texas, United States"
GUESS,Guess Seductive Red by Guess for women EDT 2.5 oz new in Box,"Pear, Citrus, Sandalwood",22.95,US $22.95/ea,20,20 available / 294 sold,294,"Mar 27, 2024 12:54:40 PDT","Dallas, Texas, United States"
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,"Oakmoss, Cinnamon, Raspberry, Musk, Sandalwood",18.62,US $18.62/ea,10,"More than 10 available / 2,477 sold",2477,"May 24, 2024 08:16:13 PDT","Hackensack, New Jersey, United States"
Gucci,Gucci Rush by Gucci EDT Perfume for Women 2.5 oz Brand New Tester,"Ginger, Chili, Saffron, Blackcurrant",64.94,US $64.94,10,"More than 10 available / 1,613 sold",1613,"May 24, 2024 07:20:03 PDT","Hackensack, New Jersey, United States"
Avon,2 PCS.SET Avon sweet honesty cologne PERFUME Spray 1.7 oz/With TRAVEL SPRAY,"Chili, Sandalwood, Lily, Amber",14.89,US $14.89/ea,6,6 available / 30 sold,30,,"West Palm Beach, Florida, United States"
Jo Malone,Jo Malone Lime Basil & Mandarin Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,"Violet, Peach, Cedarwood",79.99,US $79.99,8,8 available / 2 sold,2,"Apr 30, 2024 01:12:46 PDT","Las Vegas, Nevada, United States"
Britney Spears,Hidden Fantasy by Britney Spears 3.3 / 3.4 oz EDP For Women NEW IN BOX,"Cardamom, Apple, Grapefruit",19.24,US $19.24/ea,7,"7 available / 1,337 sold",1337,"Apr 22, 2024 08:27:42 PDT","Dallas, Texas, United States"
Elizabeth Taylor,"Elizabeth Taylor Perfume Gift Set, White Diamonds , 2 Pieces","Apple, Chocolate",18.87,US $18.87,,Last One / 1 sold,1,"May 24, 2024 07:24:18 PDT","Ontario, California, United States"
Kim Kardashian,Pure Honey by Kim Kardashian perfume for women EDP 3.3 / 3.4 oz New in Box,"Cardamom, Patchouli, Jasmine",19.53,US $19.53/ea,47,47 available / 537 sold,537,"May 08, 2024 12:19:44 PDT","Dallas, Texas, United States"
PRADA,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,"Cardamom, Vanilla, Coffee, Vetiver, Clove",54.42,US $54.42,,Last One / 34 sold,34,"May 10, 2024 02:57:19 PDT","California, Hong Kong"
Sarah Jessica Parker,Lovely Jessica Parker 2pc Gift Set 3.4oz Perfume + Body Lotion 6.7oz~damaged box,"Pear, Sandalwood, Chocolate, Rose",25.99,US $25.99/ea,13,13 available / 39 sold,39,"May 22, 2024 13:54:03 PDT","Staten Island, New York, United States"
Dolce&Gabbana,Dolce & Gabbana Light Blue EDT 3.3 oz 3.4 oz Crisp Refreshing Women's Scent,"Cardamom, Pepper, Jasmine, Raspberry",32.49,US $32.49/ea,6,6 available / 18 sold,18,"May 24, 2024 09:31:28 PDT","Farmington, Michigan, United States"
Lanvin,ARPEGE by Lanvin 3.3 / 3.4 oz EDP For Women New in Box Sealed,"Raspberry, Apple, Sandalwood",24.77,US $24.77/ea,200,"200 available / 1,585 sold",1585,"May 23, 2024 12:54:07 PDT","Dallas, Texas, United States"
CHANEL,Coco Mademoiselle Eau De Parfum Perfume Sample Vial Travel 1.5 Ml/0.05 Oz by Par,"Oud, Ginger",18.76,US $18.76,4,4 available / 229 sold,229,"May 24, 2024 11:12:04 PDT","Sarasota, Florida, United States"
Valentino,Valentino Donna Born in Roma Intense EDP Spray For Women 100ml/3.4oz,"Cedarwood, Orange Blossom",100.99,US $100.99,,Last One / 10 sold,10,"May 16, 2024 03:54:55 PDT","Oxnard, California, United States"
Britney Spears,CURIOUS Britney Spears women perfume edp 3.3 oz. 3.4 NEW IN BOX,"Pear, Clove, Apple, Lily",18.9,US $18.90/ea,245,"245 available / 3,860 sold",3860,"May 21, 2024 12:14:06 PDT","Dallas, Texas, United States"
Sarah Jessica Parker,LOVELY by Sarah Jessica Parker Perfume for Women 3.4 oz 100 ml EDP Spray NEW,"Vetiver, Jasmine",19.95,US $19.95,,Last One / 915 sold,915,"Apr 24, 2024 05:24:27 PDT","TX, United States"
Parfums Grès,CABOTINE ROSE PARFUMS GRES for Women 3.3 edt 3.4 oz  Spray New in Box,"Musk, Violet, Saffron",14.49,US $14.49/ea,45,45 available / 506 sold,506,"May 24, 2024 09:46:09 PDT","Dallas, Texas, United States"
Multiple Brands,Men's cologne Perfume Sampler fragrance designer Travel-Size 10PCS sampler set,"Orange Blossom, Jasmine, Cedarwood",9.99,US $9.99,6,6 available / 4 sold,4,"May 22, 2024 22:30:16 PDT","El Monte, California, United States"
Clinique,"Happy by Clinique, 3.4 oz Perfume Spray for Women","Coconut, Patchouli, Pear",26.12,US $26.12/ea,10,More than 10 available / 235 sold,235,"May 24, 2024 11:16:44 PDT","Edison, New Jersey, United States"
Elizabeth Arden,PRETTY Elizabeth Arden Women Perfume 3.3 / 3.4 oz EDP New tester,"Amber, Oakmoss, Leather, Cinnamon, Violet",15.27,US $15.27/ea,28,28 available / 126 sold,126,"May 22, 2024 19:10:12 PDT","Dallas, Texas, United States"
Thierry Mugler,Angel for Women by Thierry Mugler Eau de Parfum Spray 0.23 FL OZ / 7 ML,"Vanilla, Cypress, Coffee, Blackcurrant, Rose",18,US $18.00,10,More than 10 available / 24 sold,24,,"Franklin Square, New York, United States"
Lanvin,Jeanne Lanvin By Lanvin Paris Eau De Parfum Natural Spray 3.3 fl oz,"Coconut, Saffron, Peach, Vanilla",12.99,US $12.99,10,More than 10 available / 43 sold,43,"Apr 29, 2024 08:20:31 PDT","Pembroke, North Carolina, United States"
Designer Series,Perfumes for women La Vida Bella  100Ml 3.4fl.oz Long Lasting Natural Spray,"Blackcurrant, Patchouli",13.99,US $13.99,10,More than 10 available / 10 sold,10,"May 22, 2024 08:03:48 PDT","Nashville, Tennessee, United States"
Michael Kors,Michael Kors sparkling blush Eau De Parfum Spray  - 0.34oz/10mL - NIB,"Violet, Cinnamon, Rose, Vetiver, Chocolate",19.88,US $19.88/ea,10,More than 10 available / 11 sold,11,"May 21, 2024 11:58:50 PDT","Long Island City, New York, United States"
Clinique,Clinique Aromatics Elixir EDP Spray 1.5 Oz Women Sealed,"Rose, Lily of the Valley, Coffee, Musk",24.02,US $24.02/ea,10,10 available / 20 sold,20,"May 15, 2024 22:34:45 PDT","San Marcos, California, United States"
Paloma Picasso,Paloma Picasso by Paloma Picasso for women EDT 3.3 / 3.4 oz New in Box,"Cinnamon, Citrus, Vanilla, Grapefruit",32.91,US $32.91/ea,,Limited quantity available / 435 sold,435,"May 21, 2024 19:50:08 PDT","Dallas, Texas, United States"
Lancome,La Vie Est Belle by Lancome Paris 2.5 fl oz EDP Perfume for Women New In Box,"Oakmoss, Citrus, Coconut, Saffron",37.99,US $37.99/ea,10,More than 10 available / 517 sold,517,"May 23, 2024 08:08:10 PDT","Detroit, Michigan, United States"
Gianni Versace,VERSACE CRYSTAL NOIR for women EDT 3.0 oz New Tester,"Lily, Lavender, Clove",40.63,US $40.63/ea,159,159 available / 847 sold,847,"May 24, 2024 09:57:08 PDT","Dallas, Texas, United States"
As Picture Show,Carmina Eau De Parfume EDP 75ml 2.5 oz Perfume Spray For Women Gifts New In Box,"Patchouli, Pepper",128.88,US $128.88,4,4 available / 24 sold,24,"May 24, 2024 10:01:33 PDT","HongKong, Hong Kong"
Aeropostale,"Promise Me by Aeropostale, 3.4 oz EDP Spray for Women","Peach, Jasmine",26.4,US $26.40/ea,10,"More than 10 available / 1,338 sold",1338,"May 24, 2024 11:01:34 PDT","Edison, New Jersey, United States"
Lancôme,Lancome Tresor - Romantic 3.4oz Eau de Parfum Spray for Women,"Cedarwood, Apple, Saffron, Jasmine",43.99,US $43.99/ea,6,6 available / 15 sold,15,"May 17, 2024 09:27:23 PDT","Dearborn Heights, Michigan, United States"
Lancôme,Lancôme Tresor 3.4oz Women's EDP Classic Fragrance New Sealed,"Patchouli, Sandalwood, Amber, Chili",43.99,US $43.99/ea,6,6 available / 15 sold,15,"May 18, 2024 10:27:17 PDT","Ecorse, Michigan, United States"
PHLUR,Phlur Missing Person Womens Perfume EDP Spray 0.17 Oz Mini Travel NWOB,"Patchouli, Violet",15.49,US $15.49/ea,10,More than 10 available / 22 sold,22,"Apr 22, 2024 09:40:17 PDT","Potomac, Maryland, United States"
Parfums de Marly,Parfums de Marly Delina La Rosee 2.5oz Women's Eau de Parfum New Sealed,"Musk, Grapefruit, Patchouli, Vanilla, Coconut",100.99,US $100.99,,Last One / 39 sold,39,"May 17, 2024 03:48:01 PDT","Buffalo Mills, Pennsylvania, United States"
Moschino,Moschino Fresh Couture by Moschino 3.4 oz EDT Perfume for Women Tester,"Lavender, Vetiver",27.54,US $27.54/ea,6,6 available / 272 sold,272,"May 24, 2024 08:32:03 PDT","Hackensack, New Jersey, United States"
Davidoff,Cool Water Womens perfume  1.7 oz / 50 ml EDT Spray by Davidoff  * Authentic *,"Cedarwood, Cypress",15.99,US $15.99,10,10 available / 98 sold,98,"May 14, 2024 19:09:17 PDT","New York, New York, United States"
JLO,Glow by J.LO Jennifer Lopez Perfume for Women 3.4 oz New in Box,"Citrus, Vetiver, Chocolate",26.81,US $26.81/ea,,Limited quantity available / 478 sold,478,"May 24, 2024 09:37:10 PDT","Dallas, Texas, United States"
Gianni Versace,Versace VERSENSE EDT for Women 3.3 / 3.4 oz New tester,"Lily, Saffron, Blackcurrant",38.76,US $38.76/ea,,Limited quantity available / 401 sold,401,"May 02, 2024 11:02:24 PDT","Dallas, Texas, United States"
FLOWER,12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles,"Coconut, Rose, Lavender, Saffron, Jasmine",48,US $48.00,4,4 available / 1 sold,1,,"Webster, Florida, United States"
Ainash Perfums,Royal Noir Absolu by Ainash 2.5 oz Extrait de Parfum,"Peach, Cinnamon",58.5,US $58.50,10,More than 10 available / 3 sold,3,,"Miami, Florida, United States"
Britney Spears,Curious By Britney Spears Mini EDP Splash Perfume 0.16 oz new no box,"Pear, Ginger, Sandalwood, Peach",10.99,US $10.99/ea,8,8 available / 6 sold,6,"May 24, 2024 08:03:46 PDT","Point Pleasant Beach, New Jersey, United States"
Lancôme,La Vie Est Belle by Lancome 3.4 oz / 100 ml Spray L'Eau De Parfum New & Sealed,"Saffron, Ginger, Amber, Peach, Lily of the Valley",42.99,US $42.99/ea,2,2 available / 146 sold,146,"May 24, 2024 07:08:11 PDT","Reinholds, Pennsylvania, United States"
Thierry Mugler,Thierry Mugler Angel 1.7 oz Women's Eau De Parfum | Heavenly Scent Sealed,"Citrus, Chocolate",43.99,US $43.99/ea,10,More than 10 available / 20 sold,20,"May 20, 2024 08:36:14 PDT","Ecorse, Michigan, United States"
Victoria's Secret,VICTORIA'S SECRET SCANDALOUS EAU DE PARFUM SPRAY 1.7 OZ **NEW SEALED BOX**,"Citrus, Cypress",29.95,US $29.95,10,More than 10 available / 46 sold,46,"Mar 25, 2024 05:46:37 PDT","Jamaica, New York, United States"
Bvlgari,New Perfume Omnia Amethyste EDT Bvlgari Eau De Toilette Spray 2.2 oz for Women,"Patchouli, Rose, Lily of the Valley, Oakmoss",34.87,US $34.87/ea,10,10 available / 27 sold,27,"May 15, 2024 03:14:52 PDT","Houston, Texas, HongKong, China"
Jennifer Lopez,Glow by J.LO Jennifer Lopez EDT Perfume For Women 1 Oz,"Coconut, Cardamom",15.99,US $15.99,22,22 available / 18 sold,18,"Apr 05, 2024 08:42:47 PDT","Highland Park, Michigan, United States"
Paris Hilton,Paris Hilton Heiress For Women 3.4 Oz Eau De Parfum Spray,"Violet, Saffron",28,US $28.00,10,More than 10 available / 78 sold,78,"May 13, 2024 21:05:36 PDT","Brooklyn, New York, United States"
Giorgio Armani,Giorgio Armani My Way Women's Eau de Parfum EDP Travel Splash Mini Sample 0.24oz,"Pear, Saffron, Leather",16.99,US $16.99,10,More than 10 available / 111 sold,111,"May 23, 2024 18:50:06 PDT","Sammamish, Washington, United States"
Marc Jacobs,Daisy Marc Jacobs Eau So Fresh 10ml Eau De Toilette Spray,"Coffee, Lily of the Valley, Chili",18,US $18.00,5,5 available / 75 sold,75,"May 06, 2024 10:28:44 PDT","Hicksville, New York, United States"
Victoria's Secret,VERY SEXY Perfume Victoria's Secret 3.4 oz 100 ml  Eau De Parfum BRAND NEW,"Lavender, Cypress, Cinnamon, Blackcurrant",29.99,US $29.99/ea,7,7 available / 98 sold,98,"May 24, 2024 00:01:44 PDT","Warren, Michigan, United States"
Salvatore Ferragamo,Incanto Charms by Salvatore Ferragamo for women EDT 3.3 / 3.4 oz New Tester,"Oakmoss, Vanilla",17.79,US $17.79/ea,15,"15 available / 2,177 sold",2177,"Feb 20, 2024 08:37:01 PST","Dallas, Texas, United States"
Versace,Versace Bright Crystal 3oz Women's EDT Spray New,"Leather, Vanilla, Lily of the Valley, Clove, Oud",33,US $33.00/ea,6,6 available / 36 sold,36,"May 20, 2024 10:42:03 PDT","Dearborn Heights, Michigan, United States"
Yardley London,Yardley English Honeysuckle Perfum By Yardley London EDT Spray 4.2oz/125ml Women,"Lily of the Valley, Amber, Chili, Orange Blossom",22.48,US $22.48/ea,10,More than 10 available / 30 sold,30,"May 24, 2024 09:10:56 PDT","Hauppauge, New York, United States"
Lancôme,Lancome La Vie Est Belle 3.4 oz EDP Women's Fragrance Perfume Spray Sealed,"Lily of the Valley, Musk, Cinnamon",49.99,US $49.99/ea,8,8 available / 53 sold,53,"May 10, 2024 09:52:59 PDT","Southgate, Michigan, United States"
Elizabeth Arden,Red Door by Elizabeth Arden 3.3 oz / 100 ml EDT Perfume for Women,"Vetiver, Pear, Ginger, Raspberry",24.99,US $24.99,10,10 available / 62 sold,62,"May 11, 2024 17:29:58 PDT","New York, New York, United States"
